top_category,enabled,category_path,title,xml_url,local_xml_url,html_url,type,priority,status,tags,language,cadence,owner,notes,last_update,last_checked,核心价值,信息密度,原创性,时效性,主要内容形式,情绪影响,适合使用场景,噪音程度,source_comment
Videos,Y,长知识,河口超人Aper,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1288663494,http://127.0.0.1:1200/bilibili/user/video/1288663494,https://space.bilibili.com/1288663494,rss,P2,active,游戏、娱乐、COD,zh,不定,,,5小时前,2026-05-01,使命召唤等FPS游戏的极限挑战,低,高,强,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,长知识,荒野初研园,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/252411834,http://127.0.0.1:1200/bilibili/user/video/252411834,https://space.bilibili.com/252411834,rss,P2,active,职业、成长、社会,zh,不定,,,102天前,2026-05-01,职业规划与个人成长的实用指导,中,高,弱,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,长知识,二次元的Datawhale,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/431850986,http://127.0.0.1:1200/bilibili/user/video/431850986,https://space.bilibili.com/431850986,rss,P2,active,AI、竞赛、开源,zh,不定,,,40天前,2026-05-01,AI竞赛与开源社区的技术实践分享,高,高,中,视频更新,提供启发,学习积累、项目调研,低,imported from myrss.tailscale.opml
Videos,Y,长知识,白染one,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/476051104,http://127.0.0.1:1200/bilibili/user/video/476051104,https://space.bilibili.com/476051104,rss,P2,active,成长、自律、自我提升,zh,不定,,,1187天前,2026-05-01,自律与自我提升的方法分享,中,高,弱,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,长知识,卡纸大寨主,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/17780825,http://127.0.0.1:1200/bilibili/user/video/17780825,https://space.bilibili.com/17780825,rss,P2,active,社会、情感、原生家庭,zh,不定,,,25天前,2026-05-01,原生家庭与社会心理的细腻剖析,中,高,中,视频更新,引发共鸣、放松,情绪放松、日常浏览,低,imported from myrss.tailscale.opml
Videos,Y,长知识,向杨Alan君,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/495979610,http://127.0.0.1:1200/bilibili/user/video/495979610,https://space.bilibili.com/495979610,rss,P2,active,哲学、社会、人文,zh,不定,,,1天前,2026-05-01,当代社会思潮的哲学分析与人文关怀,高,高,中,视频更新,提供启发、引发思考,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,奥德修斯的绳索,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/14004258,http://127.0.0.1:1200/bilibili/user/video/14004258,https://space.bilibili.com/14004258,rss,P2,active,学习、教育、认知,zh,不定,,,2天前,2026-05-01,学习理论与认知科学的系统化知识分享,高,高,弱,视频更新,提供启发,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,岺玖贰叁,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/521296768,http://127.0.0.1:1200/bilibili/user/video/521296768,https://space.bilibili.com/521296768,rss,P2,active,财经、股票、投资,zh,不定,,,9天前,2026-05-01,股票投资入门与财经知识科普,中,高,中,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,长知识,新石器公园,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/489640651,http://127.0.0.1:1200/bilibili/user/video/489640651,https://space.bilibili.com/489640651,rss,P2,active,科技、科普、核聚变,zh,不定,,,1天前,2026-05-01,前沿科技科普，可控核聚变等硬核话题,高,高,中,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,长知识,载脑体,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1850874570,http://127.0.0.1:1200/bilibili/user/video/1850874570,https://space.bilibili.com/1850874570,rss,P2,active,心理、ADHD、认知,zh,不定,,,90天前,2026-05-01,ADHD与神经多样性的科普与自助指南,高,高,中,视频更新,提供启发、共鸣,学习积累、情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,长知识,YouTube深度访谈,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3493286931073848,http://127.0.0.1:1200/bilibili/user/video/3493286931073848,https://space.bilibili.com/3493286931073848,rss,P2,active,心理、成长、认知,zh,不定,,,7小时前,2026-05-01,海外深度访谈的中文字幕翻译，自我提升,高,高,强,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,长知识,天才简史,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/213845897,http://127.0.0.1:1200/bilibili/user/video/213845897,https://space.bilibili.com/213845897,rss,P2,active,知识、历史、人物,zh,不定,,,7天前,2026-05-01,天才人物传记与科学史的故事化传播,中,高,中,视频更新,提供启发、放松,学习积累、情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,长知识,这是个令人疑惑的星球,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/409842788,http://127.0.0.1:1200/bilibili/user/video/409842788,https://space.bilibili.com/409842788,rss,P2,active,社会、农村、人文,zh,不定,,,14天前,2026-05-01,中国农村与底层社会的真实记录与观察,中,高,中,视频更新,引发思考、共鸣,日常浏览、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,周侃侃plus,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/600428973,http://127.0.0.1:1200/bilibili/user/video/600428973,https://space.bilibili.com/600428973,rss,P2,active,历史、政治、军事,zh,不定,,,2天前,2026-05-01,世界历史的深度分析与军事政治解读,高,高,中,视频更新,提供启发,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,长知识,focus2flow,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/17549684,http://127.0.0.1:1200/bilibili/user/video/17549684,https://space.bilibili.com/17549684,rss,P2,active,财经、投资、自我提升,zh,不定,,,33天前,2026-05-01,财富自由与个人成长的结构化思考,中,高,弱,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,短知识,飞鸟手札,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1366786686,http://127.0.0.1:1200/bilibili/user/video/1366786686,https://space.bilibili.com/1366786686,rss,P2,active,社会、情感、生活,zh,不定,,,1天前,2026-05-01,当代生活方式的观察与感悟,中,高,强,视频更新,放松、引发思考,日常浏览、情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,短知识,英语播客党,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3537109151386355,http://127.0.0.1:1200/bilibili/user/video/3537109151386355,https://space.bilibili.com/3537109151386355,rss,P2,active,英语、学习、新闻,zh,不定,,,58天前,2026-05-01,BBC等英文新闻播客精选,中,高,强,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,波士顿圆脸,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/346563107,http://127.0.0.1:1200/bilibili/user/video/346563107,https://space.bilibili.com/346563107,rss,P2,active,国际、政治、时事,zh,不定,,,1小时前,2026-05-01,硬核国际政治分析与全球热点解读,高,高,强,视频更新,提供启发、引发思考,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,瓶子君152,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/730732,http://127.0.0.1:1200/bilibili/user/video/730732,https://space.bilibili.com/730732,rss,P2,active,动漫、二次元、娱乐,zh,不定,,,6天前,2026-05-01,新番吐槽与动漫圈热点评论,中,高,强,视频更新,放松、快乐,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,Super也好君,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1372433,http://127.0.0.1:1200/bilibili/user/video/1372433,https://space.bilibili.com/1372433,rss,P2,active,游戏、娱乐、搞笑,zh,不定,,,41天前,2026-05-01,游戏搞笑解说与娱乐内容,低,高,强,视频更新,放松、快乐,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,负面能量转换器,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/281127303,http://127.0.0.1:1200/bilibili/user/video/281127303,https://space.bilibili.com/281127303,rss,P2,active,心理、情绪、治愈,zh,不定,,,6天前,2026-05-01,情绪管理与心理疗愈的温暖内容,中,高,中,视频更新,放松、治愈,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,靠谱电竞,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/279991456,http://127.0.0.1:1200/bilibili/user/video/279991456,https://space.bilibili.com/279991456,rss,P2,active,电竞、游戏、LOL,zh,不定,,,1155天前,2026-05-01,英雄联盟电竞圈故事与职业选手解读,中,高,弱,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,火兰朋克,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/508215481,http://127.0.0.1:1200/bilibili/user/video/508215481,https://space.bilibili.com/508215481,rss,P2,active,游戏、盘点、搞笑,zh,不定,,,10小时前,2026-05-01,游戏冷知识盘点与搞笑吐槽,低,高,强,视频更新,放松、快乐,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,馆长刘下饭_环球档案,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/369564778,http://127.0.0.1:1200/bilibili/user/video/369564778,https://space.bilibili.com/369564778,rss,P2,active,神话、历史、文化,zh,不定,,,8天前,2026-05-01,全球神话体系与宗教文化的深度科普,高,高,中,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,老实憨厚的笑笑,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/8739477,http://127.0.0.1:1200/bilibili/user/video/8739477,https://space.bilibili.com/8739477,rss,P2,active,游戏、LOL、解说,zh,不定,,,1小时前,2026-05-01,英雄联盟赛事解说与游戏直播,低,高,强,视频更新,放松、兴奋,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,冲击波工作室,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1567045834,http://127.0.0.1:1200/bilibili/user/video/1567045834,https://space.bilibili.com/1567045834,rss,P2,active,游戏、LOL、搞笑,zh,不定,,,540天前,2026-05-01,英雄联盟搞笑集锦与游戏娱乐,低,高,弱,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,邵艾伦Alan,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/4029133,http://127.0.0.1:1200/bilibili/user/video/4029133,https://space.bilibili.com/4029133,rss,P2,active,娱乐、搞笑、挑战,zh,不定,,,55天前,2026-05-01,海外华人生活场景的搞笑挑战与互动,低,高,强,视频更新,放松、快乐,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,柯洁,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/525952604,http://127.0.0.1:1200/bilibili/user/video/525952604,https://space.bilibili.com/525952604,rss,P2,active,游戏、围棋、娱乐,zh,不定,,,6天前,2026-05-01,围棋世界冠军的游戏直播与日常分享,低,高,强,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,逗比的雀巢,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/5294454,http://127.0.0.1:1200/bilibili/user/video/5294454,https://space.bilibili.com/5294454,rss,P2,active,游戏、娱乐、搞笑,zh,不定,,,6天前,2026-05-01,游戏实况与搞笑剪辑,低,高,强,视频更新,放松、快乐,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,大祥哥来了,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/2920960,http://127.0.0.1:1200/bilibili/user/video/2920960,https://space.bilibili.com/2920960,rss,P2,active,美食、探店,zh,不定,,,4小时前,2026-05-01,高端餐厅探店与美食体验分享,中,高,中,视频更新,放松、消费冲动,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,Norah脱口秀,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/29404012,http://127.0.0.1:1200/bilibili/user/video/29404012,https://space.bilibili.com/29404012,rss,P2,active,脱口秀、英语、喜剧,zh,不定,,,2天前,2026-05-01,中英双语的脱口秀表演与互动,中,高,中,视频更新,放松、快乐,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,巅峰球迷汇,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/365372809,http://127.0.0.1:1200/bilibili/user/video/365372809,https://space.bilibili.com/365372809,rss,P2,active,足球、体育、欧冠,zh,不定,,,1天前,2026-05-01,欧冠等顶级足球赛事资讯与解说,中,高,强,视频更新,放松、兴奋,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,MrBeast官方账号,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1027737427,http://127.0.0.1:1200/bilibili/user/video/1027737427,https://space.bilibili.com/1027737427,rss,P2,active,挑战、慈善、娱乐,zh,不定,,,6天前,2026-05-01,全球顶级创意挑战与慈善内容,中,高,强,视频更新,放松、兴奋,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,泛式,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/63231,http://127.0.0.1:1200/bilibili/user/video/63231,https://space.bilibili.com/63231,rss,P2,active,动漫、二次元、娱乐,zh,不定,,,8天前,2026-05-01,动漫杂谈与二次元文化趣味解读,中,高,强,视频更新,放松、快乐,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,贝拉kira,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/672353429,http://127.0.0.1:1200/bilibili/user/video/672353429,https://space.bilibili.com/672353429,rss,P2,active,Vtuber、翻唱、虚拟主播,zh,不定,,,4小时前,2026-05-01,虚拟偶像的翻唱直播与才艺展示,中,高,中,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,-LKs-,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/125526,http://127.0.0.1:1200/bilibili/user/video/125526,https://space.bilibili.com/125526,rss,P2,active,摄影、科技、艺术,zh,不定,,,10小时前,2026-05-01,摄影器材评测与视觉艺术深度探讨,高,高,中,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,真实球迷汇,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/108618052,http://127.0.0.1:1200/bilibili/user/video/108618052,https://space.bilibili.com/108618052,rss,P2,active,足球、体育、解说,zh,不定,,,1天前,2026-05-01,足球比赛深度解说与球迷文化,中,高,强,视频更新,放松、兴奋,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,李滇滇,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3546676667091128,http://127.0.0.1:1200/bilibili/user/video/3546676667091128,https://space.bilibili.com/3546676667091128,rss,P2,active,搞笑、日常、生活,zh,不定,,,10小时前,2026-05-01,搞笑日常Vlog与生活创意分享,低,高,强,视频更新,放松、快乐,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,最娱乐,影视飓风,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/946974,http://127.0.0.1:1200/bilibili/user/video/946974,https://space.bilibili.com/946974,rss,P2,active,影视、科技、摄影,zh,不定,,,5天前,2026-05-01,顶级影视制作技术分析与摄影器材评测,高,高,中,视频更新,提供启发,学习积累、项目调研,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,猫眼看足球,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/456249922,http://127.0.0.1:1200/bilibili/user/video/456249922,https://space.bilibili.com/456249922,rss,P2,active,足球、体育、娱乐,zh,不定,,,10小时前,2026-05-01,足球圈趣味内容与搞笑集锦,低,高,强,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,陈大东瓜,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/269288799,http://127.0.0.1:1200/bilibili/user/video/269288799,https://space.bilibili.com/269288799,rss,P2,active,搞笑、音乐、神曲,zh,不定,,,23天前,2026-05-01,搞笑改编歌曲与魔性配音视频,低,高,强,视频更新,放松、快乐,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,司马尘,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/334932680,http://127.0.0.1:1200/bilibili/user/video/334932680,https://space.bilibili.com/334932680,rss,P2,active,足球、战术、分析,zh,不定,,,1天前,2026-05-01,专业足球战术分析与比赛复盘,高,高,强,视频更新,提供启发,学习积累、情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,是啤酒鸭-梗图,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/1073153713,http://127.0.0.1:1200/bilibili/user/video/1073153713,https://space.bilibili.com/1073153713,rss,P2,active,搞笑、梗图、娱乐,zh,不定,,,12天前,2026-05-01,网络梗图与无厘头搞笑合集,低,高,强,视频更新,放松、快乐,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,MOJi辞書,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/6697975,http://127.0.0.1:1200/bilibili/user/video/6697975,https://space.bilibili.com/6697975,rss,P2,active,日语、学习、百科,zh,不定,,,4小时前,2026-05-01,日语学习与日本文化冷知识百科,中,高,强,视频更新,提供启发、放松,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,Gray格雷老师,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/591610354,http://127.0.0.1:1200/bilibili/user/video/591610354,https://space.bilibili.com/591610354,rss,P2,active,二次元、游戏、原神,zh,不定,,,7天前,2026-05-01,原神等二次元游戏的海外玩家反应翻译,低,高,强,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,你是想气死1酱么,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/375040863,http://127.0.0.1:1200/bilibili/user/video/375040863,https://space.bilibili.com/375040863,rss,P2,active,电竞、LOL、赛评,zh,不定,,,1天前,2026-05-01,英雄联盟赛事深度赛评与战队分析,中,高,强,视频更新,放松、兴奋,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,Boo布姐自译,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3493128048740395,http://127.0.0.1:1200/bilibili/user/video/3493128048740395,https://space.bilibili.com/3493128048740395,rss,P2,active,娱乐、搞笑、翻译,zh,不定,,,233天前,2026-05-01,海外搞笑视频的中文字幕翻译,低,高,弱,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,冲男阿凉,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/239060440,http://127.0.0.1:1200/bilibili/user/video/239060440,https://space.bilibili.com/239060440,rss,P2,active,电竞、LOL、八卦,zh,不定,,,2天前,2026-05-01,英雄联盟电竞圈八卦与赛事评论,中,高,强,视频更新,放松、八卦,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,杰克森Jackson_,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/13174980,http://127.0.0.1:1200/bilibili/user/video/13174980,https://space.bilibili.com/13174980,rss,P2,active,探店、生活、海外,zh,不定,,,13天前,2026-05-01,海外华人视角的高端生活方式分享,低,高,中,视频更新,放松、消费冲动,日常浏览,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,半只笨猪,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/498505577,http://127.0.0.1:1200/bilibili/user/video/498505577,https://space.bilibili.com/498505577,rss,P2,active,搞笑、日常、段子,zh,不定,,,7小时前,2026-05-01,日常搞笑段子与无厘头短剧,低,高,强,视频更新,放松、快乐,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,脱口秀_Talk_Show,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/514207628,http://127.0.0.1:1200/bilibili/user/video/514207628,https://space.bilibili.com/514207628,rss,P2,active,脱口秀、职场、搞笑,zh,不定,,,274天前,2026-05-01,职场脱口秀与打工人生活吐槽,中,高,弱,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,罗翔说刑法,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/517327498,http://127.0.0.1:1200/bilibili/user/video/517327498,https://space.bilibili.com/517327498,rss,P2,active,法律、教育、社会,zh,不定,,,4天前,2026-05-01,法学教授以生动案例讲授刑法知识与社会思考,高,高,中,视频更新,提供启发、引发思考,学习积累、写作素材,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,付航脱口秀精选,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3493286857673111,http://127.0.0.1:1200/bilibili/user/video/3493286857673111,https://space.bilibili.com/3493286857673111,rss,P2,active,脱口秀、自信、成长,zh,不定,,,322天前,2026-05-01,脱口秀演员的励志金句与自信表达,中,高,弱,视频更新,提供启发、放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,戴建业老师,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/532741557,http://127.0.0.1:1200/bilibili/user/video/532741557,https://space.bilibili.com/532741557,rss,P2,active,文学、诗词、教育,zh,不定,,,9天前,2026-05-01,风趣幽默的古诗词与文学讲解，大师风范,中,高,中,视频更新,提供启发、快乐,学习积累、情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,听泉赏宝,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3546592976046554,http://127.0.0.1:1200/bilibili/user/video/3546592976046554,https://space.bilibili.com/3546592976046554,rss,P2,active,收藏、文玩、鉴宝,zh,不定,,,65天前,2026-05-01,古董文玩鉴赏与收藏知识分享,中,高,中,视频更新,放松、消费冲动,日常浏览,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,灯果,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/4748646,http://127.0.0.1:1200/bilibili/user/video/4748646,https://space.bilibili.com/4748646,rss,P2,active,Vtuber、二次元,zh,不定,,,4小时前,2026-05-01,虚拟主播的轻松直播与互动,低,高,强,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,隔壁红魔,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/432174249,http://127.0.0.1:1200/bilibili/user/video/432174249,https://space.bilibili.com/432174249,rss,P2,active,足球、体育、解说,zh,不定,,,2天前,2026-05-01,足球赛事解说与球迷观点分享,中,高,强,视频更新,放松、兴奋,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,管泽元,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/271338616,http://127.0.0.1:1200/bilibili/user/video/271338616,https://space.bilibili.com/271338616,rss,P2,active,电竞、解说、LOL,zh,不定,,,28天前,2026-05-01,知名电竞解说的个人播客与赛事点评,中,高,中,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,白马繁华,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/251054248,http://127.0.0.1:1200/bilibili/user/video/251054248,https://space.bilibili.com/251054248,rss,P2,active,足球、体育、解说,zh,不定,,,2天前,2026-05-01,草根视角的足球赛事精彩解说,中,高,强,视频更新,放松、兴奋,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,咖啡醉足球,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/436553623,http://127.0.0.1:1200/bilibili/user/video/436553623,https://space.bilibili.com/436553623,rss,P2,active,足球、生活、日常,zh,不定,,,刚刚,2026-05-01,足球文化日常与轻松球迷生活分享,低,高,强,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,单弦震脉,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/5316213,http://127.0.0.1:1200/bilibili/user/video/5316213,https://space.bilibili.com/5316213,rss,P2,active,二次元、Reaction、娱乐,zh,不定,,,5天前,2026-05-01,动漫Reaction与二次元文化分享,低,高,中,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,米国脱口秀,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/142371069,http://127.0.0.1:1200/bilibili/user/video/142371069,https://space.bilibili.com/142371069,rss,P2,active,脱口秀、搞笑、社会,zh,不定,,,1天前,2026-05-01,美国脱口秀精选翻译与吐槽,中,高,强,视频更新,放松、快乐,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,付航脱口秀,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/57592895,http://127.0.0.1:1200/bilibili/user/video/57592895,https://space.bilibili.com/57592895,rss,P2,active,脱口秀、喜剧、搞笑,zh,不定,,,8天前,2026-05-01,草根脱口秀演员的爆笑表演,低,高,中,视频更新,放松、快乐,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,绝活娱乐,峡谷玄学家,https://macmini-rsshub.tail99ecfa.ts.net/bilibili/user/video/3493128455587886,http://127.0.0.1:1200/bilibili/user/video/3493128455587886,https://space.bilibili.com/3493128455587886,rss,P2,active,游戏、LOL、搞笑,zh,不定,,,3天前,2026-05-01,英雄联盟游戏搞笑占卜/预测,低,高,强,视频更新,放松,情绪放松,低,imported from myrss.tailscale.opml
Videos,Y,,AI Foundations,https://www.youtube.com/feeds/videos.xml?channel_id=UCWZwfV3ICOt3uEPpW6hYK4g,,https://www.youtube.com/channel/UCWZwfV3ICOt3uEPpW6hYK4g,rss,P2,active,AI、YouTube、教程,en,不定,,,9天前,2026-05-01,AI工具上手实操的视频教程,中,中,中,视频更新,提供启发,学习积累,低,imported from myrss.tailscale.opml
Videos,Y,,司机社综合周排行榜,https://macmini-rsshub.tail99ecfa.ts.net/xsijishe/rank/weekly,http://127.0.0.1:1200/xsijishe/rank/weekly,https://xsijishe.com/portal.php,rss,P2,dead,,,,,,失效,2026-05-02,,,,,,,,,imported from myrss.tailscale.opml
Videos,Y,,司机社综合月排行榜,https://macmini-rsshub.tail99ecfa.ts.net/xsijishe/rank/monthly,http://127.0.0.1:1200/xsijishe/rank/monthly,https://xsijishe.com/portal.php,rss,P2,dead,,,,,,失效,2026-05-02,,,,,,,,,imported from myrss.tailscale.opml
Videos,Y,,Andrej Karpathy - YouTube,https://macmini-rsshub.tail99ecfa.ts.net/youtube/user/@AndrejKarpathy,http://127.0.0.1:1200/youtube/user/@AndrejKarpathy,https://www.youtube.com/channel/UCXUPKJO5MZQN11PqgIvyuvQ,rss,P2,dead,AI、科技、编程,,,,,365天前,2026-05-02,Karpathy 亲自讲解大模型原理与工程实现，是理解现代 AI 系统的高质量技术课程。,高,高,弱,视频更新、教程,提供启发，也会让人产生想立刻开工复现的冲动,学习积累、项目调研、系统补课,低,
Videos,Y,,Lex Fridman - YouTube,https://macmini-rsshub.tail99ecfa.ts.net/youtube/user/%40lexfridman,http://127.0.0.1:1200/youtube/user/%40lexfridman,https://www.youtube.com/channel/UCSHZKyawb77ixDdsGog4iWA,rss,P2,dead,AI、科技、社会、历史,,,,,21天前,2026-05-02,用超长访谈把 AI、科学、历史与人物经历串起来，适合完整理解复杂议题。,高,高,中,视频更新、深度访谈,提供启发、沉浸感强，偶尔会让人暂时脱离短平快的信息节奏,通勤收听、周末阅读、项目调研,低,
